WadeInstrFirst,Gender,WadeGPA,Instructors,ICESRating,Subject,WadeInstrLast,GrayInstrFirst,CRN,Salary,ICESTA,Course
,NONE,NONE,"A,Hassinger;",EXCELLENT,CW,,,45285,,False,404
,NONE,NONE,"J,Harrington;",EXCELLENT,CW,,,45288,,False,406
,NONE,NONE,"J,Harrington;",EXCELLENT,CW,,,45287,,False,406
,NONE,NONE,,NONE,CW,,,45349,,,455
,NONE,NONE,"M,Hurley;",EXCELLENT,CW,,,60208,,False,460
,NONE,NONE,"M,Mayer;",NONE,CW,,,66357,,,463
,NONE,NONE,"M,Mayer;",NONE,CW,,,66356,,,463
,NONE,NONE,"T,Sanders;",NONE,CW,,,45291,,,500
,NONE,NONE,"C,Kempf;",OUTSTANDING,CW,,,45292,,False,502
,NONE,NONE,"A,Shakar;",OUTSTANDING,CW,,,45293,,False,504
,NONE,NONE,"C,Van Landingham;",OUTSTANDING,CW,,,45294,,False,506
,NONE,NONE,,NONE,CW,,,45977,,,591
,NONE,NONE,,NONE,CW,,,58603,,,595
,NONE,NONE,"N,Sato;",NONE,CWL,,,66287,,,114
,NONE,NONE,"N,Sato;",NONE,CWL,,,66288,,,114
,NONE,NONE,"R,Chakraborty;",NONE,CWL,,,66290,,,114
,NONE,NONE,"N,Sato;",NONE,CWL,,,66291,,,114
,NONE,NONE,"R,Chakraborty;",NONE,CWL,,,66292,,,114
,NONE,NONE,"R,Chakraborty;",NONE,CWL,,,66293,,,114
w,NONE,3.43,"R,Chakraborty;W,Hassan;N,Sato;",NONE,CWL,hassan,,66286,,,114
,NONE,NONE,"R,Tempest;",NONE,CWL,,,35652,,,117
,NONE,NONE,"I,Baron;",OUTSTANDING,CWL,,,65041,,False,119
,NONE,NONE,,NONE,CWL,,,10453,,,191
,NONE,NONE,,NONE,CWL,,,10454,,,199
,NONE,NONE,"B,Kaplan;",NONE,CWL,,,70053,,,209
l,NONE,2.63,"L,Maggid Alon;",NONE,CWL,maggid alon,,63455,,,211
,NONE,NONE,"R,Harris;",NONE,CWL,,,72548,,,212
,NONE,NONE,"B,Malekin;",NONE,CWL,,,65870,,,215
,NONE,NONE,"J,Keener;",EXCELLENT,CWL,,,67744,,True,216
,NONE,NONE,"A,Tzanetou;",NONE,CWL,,,33449,,,220
,NONE,NONE,"B,Walters;",EXCELLENT,CWL,,,63197,,False,220
,NONE,NONE,"E,O'Byrn;",NONE,CWL,,,41141,,,226
,NONE,NONE,"D,Cooper;S,Orengo;",NONE,CWL,,,41089,,,227
,NONE,NONE,"J,Chen;X,Ren;",NONE,CWL,,,76388,,,230
,NONE,NONE,"J,Chen;X,Ren;",NONE,CWL,,,76389,,,230
,NONE,NONE,"J,Chen;Y,Pu;",NONE,CWL,,,76390,,,230
,NONE,NONE,"J,Chen;Y,Pu;",NONE,CWL,,,76403,,,230
,NONE,NONE,"J,Chen;X,Ren;",NONE,CWL,,,76404,,,230
,NONE,NONE,"J,Chen;Y,Pu;",NONE,CWL,,,76405,,,230
,NONE,NONE,"J,Chen;",NONE,CWL,,,74003,,,230
,NONE,NONE,"E,Stoppino;",OUTSTANDING,CWL,,,53945,,False,240
,NONE,NONE,"M,Fam;",OUTSTANDING,CWL,,,40493,,True,241
m,NONE,3.42,"M,Fam;",OUTSTANDING,CWL,fam,,40495,,True,241
,NONE,NONE,"M,Tedoradze;",NONE,CWL,,,40496,,,241
,NONE,NONE,"E,Isik;",NONE,CWL,,,40497,,,241
m,NONE,3.65,"M,Tedoradze;",NONE,CWL,tedoradze,,40498,,,241
e,NONE,3,"E,Isik;",NONE,CWL,isik,,40502,,,241
,NONE,NONE,"S,Hilger;",NONE,CWL,,,30159,,,241
,NONE,NONE,"W,Horsfall;",EXCELLENT,CWL,,,63054,,False,251
,NONE,NONE,"W,Horsfall;",EXCELLENT,CWL,,,63059,,False,251
,NONE,NONE,"W,Horsfall;",EXCELLENT,CWL,,,63063,,False,251
,NONE,NONE,"F,Ayanbode;",NONE,CWL,,,71786,,,251
,NONE,NONE,"F,Ayanbode;",NONE,CWL,,,71788,,,251
,NONE,NONE,"F,Ayanbode;",NONE,CWL,,,71789,,,251
,NONE,NONE,"W,Horsfall;",EXCELLENT,CWL,,,58534,,False,251
,NONE,NONE,"B,Agu;R,Jenkins;",NONE,CWL,,,61893,,,254
,NONE,NONE,"B,Agu;R,Jenkins;",NONE,CWL,,,61894,,,254
,NONE,NONE,"B,Agu;R,Jenkins;",NONE,CWL,,,61895,,,254
,NONE,NONE,"R,Jenkins;",NONE,CWL,,,61868,,,254
,NONE,NONE,"H,Nazar;",NONE,CWL,,,39525,,,257
,NONE,NONE,"J,Claborn;",NONE,CWL,,,55610,,,259
,NONE,NONE,"C,Williams;",NONE,CWL,,,33549,,,262
,NONE,NONE,"A,Traill;",NONE,CWL,,,63198,,,264
,NONE,NONE,"T,Gomez;",NONE,CWL,,,33951,,,267
,NONE,NONE,"C,Niekerk;",NONE,CWL,,,49507,,,272
,NONE,NONE,"G,Persiani;",NONE,CWL,,,47202,,,275
,NONE,NONE,"G,Persiani;",NONE,CWL,,,47206,,,275
,NONE,NONE,"G,Persiani;",NONE,CWL,,,47208,,,275
,NONE,NONE,"G,Persiani;",NONE,CWL,,,47210,,,275
,NONE,NONE,"G,Persiani;",NONE,CWL,,,42772,,,311
,NONE,NONE,"A,Traill;",NONE,CWL,,,57619,,,322
,NONE,NONE,"D,Cooper;",NONE,CWL,,,49175,,,324
,NONE,NONE,"E,Stoppino;",OUTSTANDING,CWL,,,39452,,False,414
,NONE,NONE,"J,Pintar;",NONE,CWL,,,67032,,,461
,NONE,NONE,"J,Pintar;",NONE,CWL,,,65537,,,461
,NONE,NONE,,NONE,CWL,,,30163,,,493
,NONE,NONE,,NONE,CWL,,,10458,,,496
,NONE,NONE,"J,Barnard;",EXCELLENT,CWL,,,40466,,False,501
,NONE,NONE,"J,Turnock;",NONE,CWL,,,43344,,,503
,NONE,NONE,"R,Ivashkiv;",NONE,CWL,,,72613,,,511
,NONE,NONE,"R,Ivashkiv;",NONE,CWL,,,73863,,,511
,NONE,NONE,"R,Tempest;",NONE,CWL,,,52897,,,535
,NONE,NONE,"J,Barnard;",EXCELLENT,CWL,,,76048,,False,571
,NONE,NONE,"D,Cooper;",EXCELLENT,CWL,,,47732,,False,576
,NONE,NONE,"B,Kaplan;",NONE,CWL,,,49410,,,581
,NONE,NONE,,NONE,CWL,,,10460,,,593
,NONE,NONE,,NONE,CWL,,,10462,,,599
,NONE,NONE,,NONE,CZCH,,,10577,,,199
,NONE,NONE,"D,Butler;",NONE,CZCH,,,48033,,,201
a,NONE,3.6,"A,Rogovoy;",OUTSTANDING,DANC,rogovoy,,33749,,True,100
,NONE,NONE,"R,De Jesus-Valentin;",EXCELLENT,DANC,,,33875,,True,100
o,NONE,3.47,"O,Ayorinde;",NONE,DANC,ayorinde,,46037,,,100
j,NONE,3.88,"B,Brandt;J,Henss;",EXCELLENT,DANC,henss,,64564,,False,100
,NONE,NONE,"B,Brandt;G,Gonzalez;",EXCELLENT,DANC,,,68289,,False,100
b,NONE,3.88,"B,Amiri;B,Brandt;",EXCELLENT,DANC,amiri,,59052,,False,100
,NONE,NONE,"T,Lewis;",NONE,DANC,,,62777,,,104
,NONE,NONE,"E,Emadian;",EXCELLENT,DANC,,,76964,,False,116
,NONE,NONE,"A,Tecza;",OUTSTANDING,DANC,,,76967,,True,116
,NONE,NONE,"J,Bowie;",OUTSTANDING,DANC,,,76992,,True,116
,NONE,NONE,"S,Lim;",EXCELLENT,DANC,,,76951,,True,116
a,NONE,3.65,"A,Gilmore;",NONE,DANC,gilmore,,77001,,,116
,NONE,NONE,"A,Chin;",OUTSTANDING,DANC,,,77004,,True,116
,NONE,NONE,"A,Rogovoy;",NONE,DANC,,,77718,,,116
,NONE,NONE,"T,Ciofalo;A,Harrington;M,Miguens;",NONE,DANC,,,31697,,,131
,NONE,NONE,"B,Brandt;A,Sapozhnikov;",NONE,DANC,,,29774,,,150
,NONE,NONE,"P,Caldarella;A,Cervera;C,Nance;",OUTSTANDING,DANC,,,29776,,False,160
j,NONE,3.84,"J,Toenjes;",NONE,DANC,toenjes,,68132,,,200
n,NONE,3.63,"N,Marini;",EXCELLENT,DANC,marini,,70399,,False,201
j,NONE,3.61,"J,Brandano;",OUTSTANDING,DANC,brandano,,75040,,True,201
,NONE,NONE,"R,Rizzuto;",NONE,DANC,,,67820,,,209
,NONE,NONE,"J,Bowie;",NONE,DANC,,,76957,,,216
,NONE,NONE,"A,Sapozhnikov;",OUTSTANDING,DANC,,,76969,,False,216
,NONE,NONE,"S,Lim;",NONE,DANC,,,76989,,,216
,NONE,NONE,"C,Choate-Heretoiu;",OUTSTANDING,DANC,,,76995,,False,216
,NONE,NONE,"S,Aprahamian;",NONE,DANC,,,76998,,,216
,NONE,NONE,"A,Chin;",NONE,DANC,,,77787,,,220
,NONE,NONE,"J,Monson;",NONE,DANC,,,77788,,,220
,NONE,NONE,"L,Chiaramonte;",NONE,DANC,,,77789,,,220
,NONE,NONE,"R,D’ Orléans Juste;",NONE,DANC,,,77780,,,220
,NONE,NONE,"R,De Jesus-Valentin;",NONE,DANC,,,77791,,,220
,NONE,NONE,"S,Hook;",NONE,DANC,,,77781,,,220
,NONE,NONE,"S,Lim;",NONE,DANC,,,77782,,,220
,NONE,NONE,"T,Lewis;",OUTSTANDING,DANC,,,77790,,True,220
,NONE,NONE,"T,Ciofalo;A,Harrington;M,Miguens;",NONE,DANC,,,39477,,,231
,NONE,NONE,"O,Ayorinde;A,Cervera;C,Nance;A,Rogovoy;",OUTSTANDING,DANC,,,29781,,True,232
,NONE,NONE,"A,Rogovoy;",OUTSTANDING,DANC,,,77091,,True,245
,NONE,NONE,"E,Emadian;",NONE,DANC,,,76732,,,256
,NONE,NONE,"P,Caldarella;",NONE,DANC,,,76931,,,256
,NONE,NONE,"A,Barbier;P,Caldarella;L,Chiaramonte;",EXCELLENT,DANC,,,57759,,False,259
,NONE,NONE,"A,Barbier;P,Caldarella;L,Chiaramonte;",OUTSTANDING,DANC,,,76458,,False,260
,NONE,NONE,"A,Barbier;P,Caldarella;L,Chiaramonte;",OUTSTANDING,DANC,,,29783,,False,262
,NONE,NONE,"S,Aprahamian;",NONE,DANC,,,76935,,,270
,NONE,NONE,"S,Aprahamian;",NONE,DANC,,,77658,,,270
,NONE,NONE,"A,Gilmore;",NONE,DANC,,,77768,,,290
,NONE,NONE,"A,Rogovoy;",NONE,DANC,,,77778,,,290
,NONE,NONE,"J,Bowie;",NONE,DANC,,,77776,,,290
,NONE,NONE,"O,Ayorinde;",NONE,DANC,,,77777,,,290
,NONE,NONE,"S,Lim;",NONE,DANC,,,77775,,,290
,NONE,NONE,"N,Marini;",NONE,DANC,,,58098,,,301
,NONE,NONE,"L,Lehovec;",NONE,DANC,,,70630,,,302
,NONE,NONE,"L,Lehovec;",NONE,DANC,,,70628,,,303
,NONE,NONE,"J,Bowie;",NONE,DANC,,,76962,,,316
,NONE,NONE,"E,Emadian;",NONE,DANC,,,76965,,,316
,NONE,NONE,"A,Sapozhnikov;",NONE,DANC,,,76972,,,316
,NONE,NONE,"A,Tecza;",NONE,DANC,,,76987,,,316
,NONE,NONE,"S,Lim;",NONE,DANC,,,76990,,,316
,NONE,NONE,"J,Bowie;",NONE,DANC,,,76993,,,316
,NONE,NONE,"C,Choate-Heretoiu;",NONE,DANC,,,76996,,,316
,NONE,NONE,"S,Aprahamian;",NONE,DANC,,,76999,,,316
,NONE,NONE,"S,Lim;",NONE,DANC,,,76953,,,316
,NONE,NONE,"A,Gilmore;",NONE,DANC,,,77002,,,316
,NONE,NONE,"A,Chin;",NONE,DANC,,,77005,,,316
,NONE,NONE,"L,Chiaramonte;",NONE,DANC,,,62968,,,330
,NONE,NONE,"T,Ciofalo;A,Harrington;M,Miguens;",NONE,DANC,,,31670,,,331
r,NONE,2.9,"R,Nettl-Fiol;",EXCELLENT,DANC,nettl-fiol,,63359,,False,345
,NONE,NONE,"A,Cervera;R,D’ Orléans Juste;C,Nance;",OUTSTANDING,DANC,,,72996,,False,360
,NONE,NONE,"A,Cervera;R,D’ Orléans Juste;C,Nance;",OUTSTANDING,DANC,,,29795,,False,362
,NONE,NONE,"R,Nettl-Fiol;",EXCELLENT,DANC,,,29799,,False,401
,NONE,NONE,"A,Chin;",NONE,DANC,,,77802,,,420
,NONE,NONE,"J,Monson;",NONE,DANC,,,77801,,,420
,NONE,NONE,"R,Nettl-Fiol;",NONE,DANC,,,77841,,,420
,NONE,NONE,"L,Chiaramonte;",NONE,DANC,,,77800,,,420
,NONE,NONE,"R,D’ Orléans Juste;",NONE,DANC,,,77785,,,420
,NONE,NONE,"S,Hook;",NONE,DANC,,,77783,,,420
,NONE,NONE,"S,Lim;",NONE,DANC,,,77784,,,420
,NONE,NONE,"A,Sapozhnikov;",NONE,DANC,,,64270,,,425
,NONE,NONE,"T,Ciofalo;A,Harrington;M,Miguens;",NONE,DANC,,,39480,,,431
,NONE,NONE,"A,Cervera;R,D’ Orléans Juste;C,Nance;",OUTSTANDING,DANC,,,76937,,False,441
,NONE,NONE,"J,Monson;",NONE,DANC,,,44266,,,451
,NONE,NONE,"E,Emadian;",NONE,DANC,,,76733,,,456
,NONE,NONE,"P,Caldarella;",NONE,DANC,,,76933,,,456
,NONE,NONE,"A,Cervera;R,D’ Orléans Juste;C,Nance;",OUTSTANDING,DANC,,,72997,,False,460
,NONE,NONE,"S,Aprahamian;",NONE,DANC,,,76938,,,470
,NONE,NONE,"J,Monson;",NONE,DANC,,,77779,,,490
,NONE,NONE,"R,Rizzuto;",EXCELLENT,DANC,,,29815,,False,495
,NONE,NONE,"S,Aprahamian;C,Nance;",NONE,DANC,,,76155,,,496
,NONE,NONE,"R,Rizzuto;",EXCELLENT,DANC,,,65088,,False,498
,NONE,NONE,"R,Rizzuto;",EXCELLENT,DANC,,,29824,,False,499
,NONE,NONE,"J,Bowie;",NONE,DANC,,,76963,,,516
,NONE,NONE,"E,Emadian;",NONE,DANC,,,76966,,,516
,NONE,NONE,"A,Sapozhnikov;",NONE,DANC,,,76975,,,516
,NONE,NONE,"A,Tecza;",NONE,DANC,,,76988,,,516
,NONE,NONE,"S,Lim;",NONE,DANC,,,76991,,,516
,NONE,NONE,"J,Bowie;",NONE,DANC,,,76994,,,516
,NONE,NONE,"C,Choate-Heretoiu;",NONE,DANC,,,76997,,,516
,NONE,NONE,"S,Aprahamian;",NONE,DANC,,,77000,,,516
,NONE,NONE,"S,Lim;",NONE,DANC,,,76955,,,516
,NONE,NONE,"A,Gilmore;",NONE,DANC,,,77003,,,516
,NONE,NONE,"A,Chin;",NONE,DANC,,,77006,,,516
,NONE,NONE,"S,Aprahamian;J,Monson;",NONE,DANC,,,62969,,,520
,NONE,NONE,"S,Hook;",NONE,DANC,,,62525,,,531
,NONE,NONE,"B,Brandt;",NONE,DANC,,,59813,,,541
,NONE,NONE,"A,Cervera;R,D’ Orléans Juste;C,Nance;",NONE,DANC,,,62531,,,560
,NONE,NONE,"S,Aprahamian;",NONE,DANC,,,52835,,,560
,NONE,NONE,"J,Monson;",NONE,DANC,,,52145,,,560
,NONE,NONE,"R,D’ Orléans Juste;",NONE,DANC,,,49888,,,560
,NONE,NONE,"J,Monson;",NONE,DANC,,,78005,,,560
,NONE,NONE,"S,Aprahamian;",NONE,DANC,,,78053,,,560
,NONE,NONE,"J,Monson;",NONE,DANC,,,50808,,,598
,NONE,NONE,"R,Jones;B,Middleton;A,Schultz;",NONE,DTX,,,77367,,,210
,NONE,NONE,"A,Schultz;B,Zhang;",NONE,DTX,,,75903,,,251
,NONE,NONE,"A,Schultz;B,Zhang;",NONE,DTX,,,75905,,,251
,NONE,NONE,"A,Schultz;B,Zhang;",NONE,DTX,,,75946,,,455
,NONE,NONE,"D,Shao;A,Stetsuk;",NONE,EALC,,,34320,,,120
,NONE,NONE,"D,Shao;A,Stetsuk;",NONE,EALC,,,34321,,,120
,NONE,NONE,"P,Hsieh;D,Shao;",NONE,EALC,,,34322,,,120
,NONE,NONE,"D,Shao;A,Stetsuk;",NONE,EALC,,,34323,,,120
,NONE,NONE,"P,Hsieh;D,Shao;",NONE,EALC,,,34324,,,120
,NONE,NONE,"P,Hsieh;D,Shao;",NONE,EALC,,,34325,,,120
,NONE,NONE,"D,Shao;",NONE,EALC,,,34326,,,120
,NONE,NONE,"F,McSweeney;",NONE,EALC,,,77876,,,120
,NONE,NONE,"A,Mayer;",NONE,EALC,,,41086,,,132
,NONE,NONE,,NONE,EALC,,,10596,,,199
,NONE,NONE,"D,Butler;J,Ha;",EXCELLENT,EALC,,,77328,,False,199
n,NONE,2.59,"N,Gunji;",NONE,EALC,gunji,,77314,,,212
,NONE,NONE,"K,Chow;",NONE,EALC,,,49158,,,220
,NONE,NONE,"J,Chen;",NONE,EALC,,,74002,,,230
,NONE,NONE,"J,Chen;X,Ren;",NONE,EALC,,,76384,,,230
,NONE,NONE,"J,Chen;X,Ren;",NONE,EALC,,,76386,,,230
,NONE,NONE,"J,Chen;Y,Pu;",NONE,EALC,,,76387,,,230
y,NONE,3.88,"J,Chen;Y,Pu;",NONE,EALC,pu,,76399,,,230
x,NONE,3.85,"J,Chen;X,Ren;",NONE,EALC,ren,,76400,,,230
y,NONE,3.92,"J,Chen;Y,Pu;",NONE,EALC,pu,,76402,,,230
,NONE,NONE,"N,Gunji;S,Zhang;",EXCELLENT,EALC,,,47186,,True,250
s,NONE,2.7,"N,Gunji;S,Zhang;",EXCELLENT,EALC,zhang,,47187,,True,250
,NONE,NONE,"N,Gunji;L,Neuburger;",NONE,EALC,,,47188,,,250
,NONE,NONE,"N,Gunji;S,Zhang;",EXCELLENT,EALC,,,47190,,True,250
,NONE,NONE,"N,Gunji;L,Neuburger;",NONE,EALC,,,47191,,,250
,NONE,NONE,"N,Gunji;L,Neuburger;",NONE,EALC,,,47193,,,250
,NONE,NONE,"N,Gunji;",NONE,EALC,,,29830,,,250
,NONE,NONE,"E,Chen;G,Persiani;",NONE,EALC,,,47201,,,275
,NONE,NONE,"E,Chen;G,Persiani;",NONE,EALC,,,47205,,,275
,NONE,NONE,"E,Chen;G,Persiani;",NONE,EALC,,,47207,,,275
,NONE,NONE,"G,Persiani;",NONE,EALC,,,47209,,,275
,NONE,NONE,"A,Mayer;",NONE,EALC,,,38399,,,287
,NONE,NONE,"G,Persiani;",NONE,EALC,,,33828,,,305
,NONE,NONE,,NONE,EALC,,,72442,,,343
,NONE,NONE,"D,Nagashima;",NONE,EALC,,,77174,,,359
,NONE,NONE,"D,Butler;J,Ha;",NONE,EALC,,,70085,,,367
,NONE,NONE,,NONE,EALC,,,10597,,,390
,NONE,NONE,"D,Shao;",NONE,EALC,,,31764,,,398
,NONE,NONE,"A,Burkus-Chasson;",NONE,EALC,,,43955,,,402
,NONE,NONE,"A,Burkus-Chasson;",NONE,EALC,,,43954,,,402
,NONE,NONE,"A,Burkus-Chasson;",NONE,EALC,,,73840,,,404
,NONE,NONE,"J,Chen;",NONE,EALC,,,33595,,,412
,NONE,NONE,"P,Fu;",NONE,EALC,,,34220,,,421
,NONE,NONE,"P,Fu;",NONE,EALC,,,34251,,,421
,NONE,NONE,"P,Fu;",NONE,EALC,,,34216,,,421
,NONE,NONE,"C,Shih;",NONE,EALC,,,45217,,,430
,NONE,NONE,"C,Shih;",NONE,EALC,,,42889,,,430
,NONE,NONE,,NONE,EALC,,,10599,,,490
,NONE,NONE,"K,Chow;",NONE,EALC,,,29833,,,500
,NONE,NONE,"R,Ivashkiv;",NONE,EALC,,,72614,,,511
,NONE,NONE,"R,Ivashkiv;",NONE,EALC,,,73864,,,511
,NONE,NONE,"M,Sadler;",NONE,EALC,,,29834,,,560
,NONE,NONE,"J,Jegerski;",NONE,EALC,,,35662,,,584
,NONE,NONE,"A,Mroz;",EXCELLENT,EALC,,,59713,,False,588
,NONE,NONE,"X,Yan;",OUTSTANDING,EALC,,,61200,,False,588
,NONE,NONE,,NONE,EALC,,,10003,,,590
,NONE,NONE,,NONE,EALC,,,10007,,,599
,NONE,NONE,"R,Roy Choudhury;V,Shah;",EXCELLENT,ECE,,,45173,,True,101
,NONE,NONE,"S,Lumetta;",NONE,ECE,,,45172,,,101
,NONE,NONE,"M,Qi;Y,Rao;",EXCELLENT,ECE,,,36785,,True,110
,NONE,NONE,"J,Hutson;Y,Li;",EXCELLENT,ECE,,,36780,,True,110
,NONE,NONE,"Y,Li;F,Zhuang;",EXCELLENT,ECE,,,36801,,True,110
,NONE,NONE,"P,Barya;J,Choi;",EXCELLENT,ECE,,,36794,,True,110
,NONE,NONE,"D,Su;K,Zhao;",OUTSTANDING,ECE,,,55569,,True,110
,NONE,NONE,"J,Choi;Z,Zhang;",EXCELLENT,ECE,,,36798,,True,110
,NONE,NONE,"P,Huang;B,Lin;",EXCELLENT,ECE,,,55155,,True,110
,NONE,NONE,"L,Li;A,Yu;",EXCELLENT,ECE,,,36781,,True,110
,NONE,NONE,"P,Barya;H,Park;",EXCELLENT,ECE,,,55156,,True,110
,NONE,NONE,"C,Chen;K,Zhao;",OUTSTANDING,ECE,,,36778,,True,110
,NONE,NONE,"L,Li;T,Zheng;",EXCELLENT,ECE,,,36800,,True,110
,NONE,NONE,"B,Lin;D,Su;",EXCELLENT,ECE,,,36792,,True,110
,NONE,NONE,"X,Li;Y,Rao;",EXCELLENT,ECE,,,36783,,True,110
,NONE,NONE,"C,Andrews;J,Hutson;",EXCELLENT,ECE,,,36796,,True,110
,NONE,NONE,"Z,Zhang;T,Zheng;",EXCELLENT,ECE,,,62483,,True,110
h,NONE,2.92,"H,Choi;J,Schuh;",NONE,ECE,choi,,55568,,,110
k,NONE,3.03,"K,Kim;J,Schuh;",NONE,ECE,kim,,36790,,,110
y,NONE,2.96,"J,Schuh;Y,Shao;",NONE,ECE,shao,,36789,,,110
j,NONE,3.1,"J,Schuh;K,Wandke;",NONE,ECE,schuh,,62844,,,110
,NONE,NONE,,NONE,ECE,,,59864,,,110
,NONE,NONE,,NONE,ECE,,,59866,,,110
,NONE,NONE,,NONE,ECE,,,59867,,,110
,NONE,NONE,,NONE,ECE,,,59868,,,110
,NONE,NONE,,NONE,ECE,,,59869,,,110
,NONE,NONE,,NONE,ECE,,,59870,,,110
,NONE,NONE,,NONE,ECE,,,59871,,,110
,NONE,NONE,,NONE,ECE,,,59872,,,110
,NONE,NONE,,NONE,ECE,,,59873,,,110
,NONE,NONE,,NONE,ECE,,,59875,,,110
,NONE,NONE,,NONE,ECE,,,59876,,,110
,NONE,NONE,,NONE,ECE,,,59878,,,110
,NONE,NONE,,NONE,ECE,,,59879,,,110
,NONE,NONE,,NONE,ECE,,,59880,,,110
,NONE,NONE,,NONE,ECE,,,62509,,,110
,NONE,NONE,"G,Lee;",EXCELLENT,ECE,,,64596,,True,120
,NONE,NONE,"Y,Liu;",OUTSTANDING,ECE,,,64597,,True,120
,NONE,NONE,"Y,Zhang;",EXCELLENT,ECE,,,64598,,True,120
,NONE,NONE,"Y,Liu;",OUTSTANDING,ECE,,,64599,,True,120
,NONE,NONE,"J,Tu;",NONE,ECE,,,65253,,,120
,NONE,NONE,"Y,Zhang;",EXCELLENT,ECE,,,65254,,True,120
,NONE,NONE,"G,Lee;",EXCELLENT,ECE,,,65255,,True,120
,NONE,NONE,"C,Ryu;",OUTSTANDING,ECE,,,65256,,True,120
,NONE,NONE,"C,Ryu;",OUTSTANDING,ECE,,,65257,,True,120
,NONE,NONE,"H,Lin;",NONE,ECE,,,65258,,,120
,NONE,NONE,"P,Sen;",OUTSTANDING,ECE,,,65260,,True,120
,NONE,NONE,"H,Lin;",NONE,ECE,,,65261,,,120
v,NONE,3.37,"V,Kindratenko;",EXCELLENT,ECE,kindratenko,,65733,,False,120
u,NONE,3.36,"U,Bhowmik;",NONE,ECE,bhowmik,,65734,,,120
a,NONE,3.39,"A,Aggarwal;",NONE,ECE,aggarwal,,75613,,,120
,NONE,NONE,"C,Schmitz;A,Subramaniam;",NONE,ECE,,,69256,,,199
c,NONE,3.81,"C,Schmitz;C,Snyder;",OUTSTANDING,ECE,schmitz,,69258,,True,199
,NONE,NONE,"E,Kudeki;",NONE,ECE,,,29836,,,200
,NONE,NONE,"S,Kimm;",EXCELLENT,ECE,,,68303,,True,205
,NONE,NONE,"T,Wang;",NONE,ECE,,,68304,,,205
,NONE,NONE,"S,Kimm;",EXCELLENT,ECE,,,68305,,True,205
,NONE,NONE,,NONE,ECE,,,68307,,,205
,NONE,NONE,"M,Kim;J,Lim;",EXCELLENT,ECE,,,68308,,True,205
,NONE,NONE,"J,Lim;R,Venkataraman Subashini;",NONE,ECE,,,68309,,,205
,NONE,NONE,"R,Venkataraman Subashini;",NONE,ECE,,,68310,,,205
,NONE,NONE,,NONE,ECE,,,68311,,,205
,NONE,NONE,,NONE,ECE,,,68312,,,205
,NONE,NONE,"T,Wang;",NONE,ECE,,,68313,,,205
c,NONE,3.4,"C,Radhakrishnan;",EXCELLENT,ECE,radhakrishnan,,60609,,False,205
,NONE,NONE,"W,Kozlowski;C,Radhakrishnan;",NONE,ECE,,,36694,,,206
,NONE,NONE,"W,Kozlowski;C,Radhakrishnan;",NONE,ECE,,,36831,,,206
,NONE,NONE,"M,Han;C,Radhakrishnan;",EXCELLENT,ECE,,,36830,,True,206
c,NONE,3.73,"M,Han;C,Radhakrishnan;I,Wolstenholme;",OUTSTANDING,ECE,radhakrishnan,,36828,,True,206
,NONE,NONE,"C,Radhakrishnan;",NONE,ECE,,,36827,,,206
c,NONE,3.85,"C,Radhakrishnan;I,Wolstenholme;",OUTSTANDING,ECE,radhakrishnan,,36825,,True,206
,NONE,NONE,"R,Islam;",NONE,ECE,,,36863,,,210
,NONE,NONE,"R,Islam;",NONE,ECE,,,36891,,,210
,NONE,NONE,"R,Islam;",NONE,ECE,,,36867,,,210
,NONE,NONE,"R,Islam;",NONE,ECE,,,36874,,,210
,NONE,NONE,"S,Yang;",NONE,ECE,,,36875,,,210
,NONE,NONE,"S,Yang;",NONE,ECE,,,36881,,,210
,NONE,NONE,"S,Yang;",NONE,ECE,,,36878,,,210
,NONE,NONE,"S,Yang;",NONE,ECE,,,36888,,,210
,NONE,NONE,"Y,Wu;",NONE,ECE,,,36883,,,210
,NONE,NONE,"Y,Wu;",NONE,ECE,,,36709,,,210
,NONE,NONE,"H,Sun;",NONE,ECE,,,36717,,,210
,NONE,NONE,"H,Sun;",NONE,ECE,,,56612,,,210
,NONE,NONE,"H,Sun;",NONE,ECE,,,56959,,,210
,NONE,NONE,"H,Sun;",NONE,ECE,,,60837,,,210
,NONE,NONE,"R,Islam;",NONE,ECE,,,76195,,,210
,NONE,NONE,"R,Islam;",NONE,ECE,,,76196,,,210
,NONE,NONE,"D,Takikawa;",NONE,ECE,,,76197,,,210
,NONE,NONE,"D,Takikawa;",NONE,ECE,,,76198,,,210
,NONE,NONE,"B,Wang;",NONE,ECE,,,76199,,,210
,NONE,NONE,"B,Wang;",NONE,ECE,,,76200,,,210
,NONE,NONE,"D,Takikawa;",NONE,ECE,,,76201,,,210
,NONE,NONE,"D,Takikawa;",NONE,ECE,,,77457,,,210
,NONE,NONE,"D,Takikawa;",NONE,ECE,,,77458,,,210
,NONE,NONE,"D,Takikawa;",NONE,ECE,,,77459,,,210
,NONE,NONE,"Y,Wang;",NONE,ECE,,,77460,,,210
,NONE,NONE,"Y,Wang;",NONE,ECE,,,77461,,,210
,NONE,NONE,"H,Sun;",NONE,ECE,,,77462,,,210
,NONE,NONE,"H,Sun;",NONE,ECE,,,77463,,,210
,NONE,NONE,"B,Wang;",NONE,ECE,,,77464,,,210
,NONE,NONE,"B,Wang;",NONE,ECE,,,77465,,,210
